species,morph_SVL,morph_head_width,morph_head_length,morph_sex,morph_hind_leg_length,number_pores_males,trunk_length,trunk_width,foreleg_length,femur_length,head_depth,snout_length,snout_depth,naris_to_eye,eye_to_ear,internarial_dist,interorbital_dist,orbit_length,rostral_scale_height,rostral_scale_width,supralabial_scales,infralabial_scales,internarial_scales,tail_length,tail_depth,tail_width,age,toe_length,number_toe_lamellae,division_type,number_finger_lamellae
Gehyra pseudopunctata,56.86,12,14,M,6.46,7,25.86,,7.16,6,6.17,6.28,,4,4.38,1.26,4.2,3.16,1.22,2.09,8,9,,,,,,,8,,7
Gehyra pseudopunctata,57.24,11,12,M,8.23,7,23.96,10.4,6.755,8,5.695,5.845,4,4,3.67,1.68,3.58,3.22,1.25,1.92,8,8,,,,,,,8,,7
Gehyra pseudopunctata,54.805,11,12,M,7.475,8,22.325,10.61,6.91,7,5.575,5.575,4,5,3.91,1.77,4.49,3.15,1.32,2.07,9,7,,,,,,,8,,7
Gehyra pseudopunctata,52.82,9,12,F,7.225,,24.11,9.2,6.985,7,4.585,5.04,3,4,3.16,1.37,3.31,2.89,1.04,2.01,9,9,,,,,,,7,,7
Gehyra spheniscus,45.18,8,12,M,6.37,28,19.32,7.89,5.96,6,5.25,5.21,4,,,,,,,,,,,,,,,,6,3,
Gehyra spheniscus,41.33,8,11,J,6,,16.89,7.51,5.63,6,4.78,4.88,3,,,,,,,,,,,,,,,,7,3,
Gehyra spheniscus,37.41,8,10,J,5.51,,15.05,6.96,5.13,5,3.9,4.6,2,,,,,,,,,,,,,,,,7,3,
Gehyra spheniscus,43.26,9,10,M,6.49,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra spheniscus,43.94,8,11,M,5.97,25,18.06,8.05,5.17,5,5.04,4.62,3,,,,,,,,,,,,,,,,6,3,
Gehyra spheniscus,43.37,8,11,M,6.17,27,17.37,8.02,5.36,6,5.04,4.86,3,,,,,,,,,,,,,,,,7,3,
Gehyra spheniscus,42.49,8,11,J,6.45,,16.6,7.83,5.65,6,5.02,5.05,3,,,,,,,,,,,,,,,,7,3,
Gehyra spheniscus,43.81,8,11,M,5.89,24,17.9,7.42,5.01,5,4.58,4.69,3,,,,,,,,,,,,,,,,7,3,
Gehyra spheniscus,42.33,8,11,F,5.74,,16.66,8.04,5.44,5,4.5,5.08,3,,,,,,,,,,,,,,,,6,3,
Gehyra spheniscus,43.96,8,10,F,5.96,,17,7.78,5.37,5,4.49,4.67,3,,,,,,,,,,,,,,,,7,3,
Gehyra spheniscus,45.68,8,11,F,5.98,,19.18,7.93,5.57,5,5.24,4.95,3,,,,,,,,,,,,,,,,7,3,
Gehyra spheniscus,45.22,8,11,F,6.36,,18.79,8.42,5.61,6,4.82,5,3,,,,,,,,,,,,,,,,7,3,
Gehyra spheniscus,45.9,9,11,F,6.25,,19.17,8.45,5.73,6,5.37,4.67,4,,,,,,,,,,,,,,,,8,3,
Gehyra spheniscus,43.04,8,11,F,6.1,,15.76,7.92,5.86,6,4.35,5.03,3,,,,,,,,,,,,,,,1.85,7,3,
Gehyra spheniscus,42.97,9,11,J,7.12,17,16.79,8.06,5.5,7,5.17,5.09,3,,,,,,,,,,,,,,,2.66,7,3,
Gehyra spheniscus,44.8,8,11,M,6.19,21,17.99,8.1,5.43,6,4.63,5.05,3,,,,,,,,,,,,,,,,7,3,
Gehyra spheniscus,41.99,8,10,M,6.3,24,16.78,6.97,5.74,6,4.87,4.63,3,,,,,,,,,,,,,,,,7,3,
Gehyra spheniscus,43.43,8,10,M,6.46,27,17.1,8.13,5.99,6,4.73,4.64,3,,,,,,,,,,,,,,,,7,3,
Gehyra xenopus,52,,,J,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra xenopus,74,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra xenopus,72,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra xenopus,63,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra xenopus,41.94,8,10,F,5.67,,,,,5,,,,,,,,,,,,,,,,,,,,,
Gehyra xenopus,45.48,9,10,,6.55,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra xenopus,72.78,13,16,M,9.4,,,,,9,,,,,,,,,,,,,,,,,,,,,
Gehyra xenopus,53.26,10,11,F,7.68,,,,,7,,,,,,,,,,,,,,,,,,,,,
Gehyra xenopus,53.32,9,11,,6.4,,,,,6,,,,,,,,,,,,,,,,,,,,,
Gehyra xenopus,68.92,13,15,F,8.91,,,,,8,,,,,,,,,,,,,,,,,,,,,
Gehyra xenopus,76.13,13,15,F,8.69,,,,,8,,,,,,,,,,,,,,,,,,,,,
Gehyra xenopus,73,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra xenopus,77,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra xenopus,67,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra xenopus,75,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra xenopus,74,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra xenopus,66,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra xenopus,31,,,J,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra xenopus,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra xenopus,71.47,12,17,F,10.4,,,,,10,,,,,,,,,,,,,,,,,,,,,
Gehyra xenopus,42,,,J,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gehyra xenopus,71.66,12,17,F,10.71,,,,,10,,,,,,,,,,,,,,,,,,,,,
Gehyra xenopus,67.16,13,16,F,10.98,,,,,10,,,,,,,,,,,,,,,,,,,,,
Gehyra xenopus,59.97,11,14,J,10.47,,,,,10,,,,,,,,,,,,,,,,,,,,,
Gehyra xenopus,77,14,19,F,11.97,,,,,11,,,,,,,,,,,,,,,,,,,,,
Gehyra xenopus,65.83,17,13,M,9.73,,,,,9,,,,,,,,,,,,,,,,,,,,,
Gehyra xenopus,80.41,14,20,M,13.16,,,,,13,,,,,,,,,,,,,,,,,,,,,
Gehyra xenopus,74.48,15,18,F,13.11,,,,,13,,,,,,,,,,,,,,,,,,,,,
Gehyra xenopus,80.29,16,19,F,12.6,,,,,12,,,,,,,,,,,,,,,,,,,,,
